Varlık,Fiyat,EMA_Durumu,RSI,StochRSI,TSI,SSL&EMA_Sinyal,Tilson_Sinyal,Hacim_SMI,Kombine_Dip,Supertrend_Sinyal,Alim_Bandi,Satim_Bandi,BB_Fiyat_Durum,BB_Sikisma,BB_Bant_Durum,Destek_Direnc
OFSYM,65.55,8.8,54.56,23.63,0.56,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🔴 SAT,-,-,🟢 Yükseliş Trendinde,-,73.80-77.40 (%12.6 üstte),🟡Fiyat Orta-Üst Bant Aralığında,⚪ Yelpaze Açık,0.0,EMA21 Destek: 64.48 (%1.6 altta) | EMA5 Direnç: 67.31 (%2.7 üstte)
ONCSM,184.1,-3.57,33.11,24.6,-0.92,🔴 Ayı Piyasası (EMA 50 En Altta),🔴 SAT,🚀 KUSURSUZ DÖNÜŞ (0 Altı + Hacim),-,🔴 Düşüş Trendinde,-,266.75-287.25 (%44.9 üstte),⚪Fiyat Alt_Orta Bant Aralığında,⚪ Yelpaze Açık,0.0,EMA5 Direnç: 190.92 (%3.7 üstte)
ONRYT,61.2,2.57,54.36,76.79,-0.39,🔴 Ayı Piyasası (EMA 50 En Altta),🟢 AL (Trend Onaylı),-,-,🔴 Düşüş Trendinde,-,64.55-70.65 (%5.5 üstte),🟡Fiyat Orta-Üst Bant Aralığında,🚨 BB SIKIŞMA,0.0,EMA5 Destek: 59.86 (%2.2 altta) | EMA55 Direnç: 61.31 (%0.2 üstte)
ORCAY,3.5,2.6,45.48,57.69,-0.74,🔴 Ayı Piyasası (EMA 50 En Altta),🔥 GÜÇLÜ AL (Taze Kırılım),🚀 KUSURSUZ DÖNÜŞ (0 Altı + Hacim),-,🔴 Düşüş Trendinde,3.14-3.26 (%6.9 altta),4.05-4.47 (%15.7 üstte),⚪Fiyat Alt_Orta Bant Aralığında,🟠 Daralıyor,0.0,EMA5 Destek: 3.41 (%2.5 altta) | EMA21 Direnç: 3.52 (%0.6 üstte)
ORGE,23.36,28.03,56.34,43.46,-0.12,🟢 EMA Yükselişte (SSL Ok Bekleniyor),⏳ BEKLE,🟢 POTANSİYEL DİP (0 Altı - Hacimsiz),-,🟢 Yükseliş Trendinde,12.82-13.54 (%42.0 altta),-,🟡Fiyat Orta-Üst Bant Aralığında,⚪ Yelpaze Açık,0.0,EMA5 Destek: 23.06 (%1.3 altta)
ORMA,155.5,0.73,41.31,24.04,-0.9,🔴 Ayı Piyasası (EMA 50 En Altta),⏳ BEKLE,-,-,🔴 Düşüş Trendinde,-,-,⚪Fiyat Alt_Orta Bant Aralığında,⚪ Yelpaze Açık,0.0,EMA5 Destek: 154.38 (%0.7 altta) | EMA21 Direnç: 160.42 (%3.2 üstte)
ORZAX,84.7,999,38.12,3.95,-0.9,-,🔴 SAT,-,-,🔴 Düşüş Trendinde,-,-,⚪Fiyat Alt_Orta Bant Aralığında,-,0.0,EMA5 Direnç: 87.41 (%3.2 üstte)
OSMEN,7.03,-0.23,38.54,21.39,-0.92,🔴 Ayı Piyasası (EMA 50 En Altta),⏳ BEKLE,-,-,🔴 Düşüş Trendinde,-,8.60-9.38 (%22.4 üstte),⚪Fiyat Alt_Orta Bant Aralığında,⚪ Yelpaze Açık,0.0,EMA5 Direnç: 7.05 (%0.2 üstte)
OSTIM,1.63,3.21,53.03,57.59,-0.52,🔴 Ayı Piyasası (EMA 50 En Altta),🟢 AL (Trend Onaylı),-,-,🔴 Düşüş Trendinde,-,1.94-2.22 (%19.0 üstte),🟡Fiyat Orta-Üst Bant Aralığında,🟡 Normal Genişlik,0.0,EMA21 Destek: 1.59 (%2.4 altta) | EMA55 Direnç: 1.69 (%4.0 üstte)
OTKAR,326.5,1.99,53.29,51.85,-0.23,🔴 Ayı Piyasası (EMA 50 En Altta),🟢 AL (Trend Onaylı),-,-,🟢 Yükseliş Trendinde,-,373.75-400.00 (%14.5 üstte),🟡Fiyat Orta-Üst Bant Aralığında,🚨 BB SIKIŞMA,0.0,EMA5 Destek: 322.37 (%1.3 altta) | EMA55 Direnç: 328.61 (%0.6 üstte)
OTTO,136.5,-1.77,27.85,23.71,-0.97,🔴 Ayı Piyasası (EMA 50 En Altta),⏳ BEKLE,-,-,🔴 Düşüş Trendinde,-,480.00-525.00 (%251.6 üstte),⚪Fiyat Alt_Orta Bant Aralığında,⚪ Yelpaze Açık,0.0,EMA5 Direnç: 138.96 (%1.8 üstte)
OYAKC,22.58,4.34,57.73,40.82,-0.3,🔴 Ayı Piyasası (EMA 50 En Altta),⏳ BEKLE,🟢 POTANSİYEL DİP (0 Altı - Hacimsiz),-,🔴 Düşüş Trendinde,20.10-20.66 (%8.5 altta),-,🟡Fiyat Orta-Üst Bant Aralığında,🟡 Normal Genişlik,0.0,EMA200 Destek: 22.32 (%1.2 altta)
OYAYO,42.22,-0.14,43.31,53.9,-0.51,🔴 Ayı Piyasası (EMA 50 En Altta),⏳ BEKLE,-,-,🔴 Düşüş Trendinde,-,53.75-57.90 (%27.3 üstte),⚪Fiyat Alt_Orta Bant Aralığında,🚨 BB SIKIŞMA,0.0,EMA5 Direnç: 42.28 (%0.1 üstte)
OYLUM,7.07,-0.66,30.78,47.31,-0.93,🔴 Ayı Piyasası (EMA 50 En Altta),🔴 SAT,🔴 ZAYIFLAMA (Zaten Dipte),-,🔴 Düşüş Trendinde,-,8.65-9.31 (%22.3 üstte),⚪Fiyat Alt_Orta Bant Aralığında,🚨 BB SIKIŞMA,0.0,EMA5 Direnç: 7.12 (%0.7 üstte)
OYYAT,34.52,-1.1,42.63,12.63,-0.71,🔴 Ayı Piyasası (EMA 50 En Altta),🔴 SAT,-,-,🔴 Düşüş Trendinde,-,-,⚪Fiyat Alt_Orta Bant Aralığında,🚨 BB SIKIŞMA,0.0,EMA5 Direnç: 34.90 (%1.1 üstte)
OZATD,4672.5,162.81,68.4,6.1,0.42,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🔴 SAT,-,-,🟢 Yükseliş Trendinde,152.80-156.80 (%96.6 altta),-,🟡Fiyat Orta-Üst Bant Aralığında,🚨 BB SIKIŞMA,0.0,EMA5 Destek: 4653.60 (%0.4 altta)
OZGYO,2.08,0.46,48.81,56.27,-0.38,🔴 Ayı Piyasası (EMA 50 En Altta),⏳ BEKLE,-,-,🔴 Düşüş Trendinde,1.89-1.94 (%6.9 altta),-,🟡Fiyat Orta-Üst Bant Aralığında,🚨 BB SIKIŞMA,0.0,EMA5 Destek: 2.07 (%0.5 altta) | EMA21 Direnç: 2.09 (%0.3 üstte)
OZKGY,13.4,1.13,53.7,46.01,-0.27,🔴 Ayı Piyasası (EMA 50 En Altta),🔴 SAT,-,-,🟢 Yükseliş Trendinde,11.91-12.31 (%8.1 altta),15.84-16.26 (%18.2 üstte),🟡Fiyat Orta-Üst Bant Aralığında,⚪ Yelpaze Açık,0.0,EMA100 Destek: 13.36 (%0.3 altta) | EMA200 Direnç: 13.60 (%1.5 üstte)
OZRDN,28.98,16.93,48.14,32.89,0.4,🟢 EMA Yükselişte (SSL Ok Bekleniyor),🔴 SAT,-,-,🟢 Yükseliş Trendinde,-,34.00-37.90 (%17.3 üstte),🟡Fiyat Orta-Üst Bant Aralığında,🚨 BB SIKIŞMA,0.0,EMA200 Destek: 24.78 (%14.5 altta) | EMA21 Direnç: 29.30 (%1.1 üstte)
OZSUB,42.42,51.35,55.58,23.74,-0.48,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⏳ BEKLE,-,-,🟢 Yükseliş Trendinde,16.58-16.93 (%60.1 altta),-,⚪Fiyat Alt_Orta Bant Aralığında,🚨 BB SIKIŞMA,0.0,EMA5 Destek: 41.67 (%1.8 altta)
OZYSR,12.96,12.49,56.11,89.44,-0.29,🟢 EMA Yükselişte (SSL Ok Bekleniyor),🟢 AL (Trend Onaylı),-,-,🔥 AL (Taze Kırılım),-,12.38-13.39 (fiyat bandın içinde!),🟡Fiyat Orta-Üst Bant Aralığında,⚪ Yelpaze Açık,0.0,EMA55 Destek: 12.51 (%3.5 altta)
PAGYO,140.0,14.86,37.44,8.03,-0.85,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🔴 SAT,🟢 POTANSİYEL DİP (0 Altı - Hacimsiz),-,🔴 Düşüş Trendinde,74.87-78.61 (%43.8 altta),-,⚪Fiyat Alt_Orta Bant Aralığında,⚪ Yelpaze Açık,0.0,EMA200 Destek: 121.88 (%12.9 altta) | EMA100 Direnç: 142.08 (%1.5 üstte)
PAHOL,1.34,1.14,50.47,43.44,-0.21,🔴 Ayı Piyasası (EMA 50 En Altta),🔥 GÜÇLÜ AL (Taze Kırılım),-,-,🔴 Düşüş Trendinde,-,-,🟡Fiyat Orta-Üst Bant Aralığında,🚨 BB SIKIŞMA,0.0,EMA21 Destek: 1.33 (%0.8 altta) | EMA55 Direnç: 1.39 (%3.4 üstte)
PAMEL,71.5,-1.37,31.4,8.22,-0.91,🔴 Ayı Piyasası (EMA 50 En Altta),🔴 SAT,-,🟢 POTANSİYEL DİP,🔴 Düşüş Trendinde,-,76.80-79.90 (%7.4 üstte),⚪Fiyat Alt_Orta Bant Aralığında,⚪ Yelpaze Açık,0.0,EMA5 Direnç: 72.49 (%1.4 üstte)
PAPIL,13.15,2.66,53.46,39.88,0.14,🔴 Ayı Piyasası (EMA 50 En Altta),🔴 SAT,-,-,🟢 Yükseliş Trendinde,-,19.50-20.96 (%48.3 üstte),🟡Fiyat Orta-Üst Bant Aralığında,⚪ Yelpaze Açık,0.0,EMA5 Destek: 12.95 (%1.5 altta) | EMA55 Direnç: 13.30 (%1.2 üstte)
PARSN,73.15,1.52,49.98,82.21,-0.47,🔴 Ayı Piyasası (EMA 50 En Altta),🟢 AL (Trend Onaylı),-,-,🔴 Düşüş Trendinde,-,87.80-97.90 (%20.0 üstte),🟡Fiyat Orta-Üst Bant Aralığında,🟡 Normal Genişlik,0.0,EMA21 Destek: 72.51 (%0.9 altta) | EMA55 Direnç: 76.18 (%4.1 üstte)
PASEU,115.6,-17.4,33.16,0.0,-0.65,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🔴 SAT,-,-,🔴 Düşüş Trendinde,87.65-90.80 (%21.5 altta),-,⚪Fiyat Alt_Orta Bant Aralığında,⚪ Yelpaze Açık,0.0,EMA200 Direnç: 139.95 (%21.1 üstte)
PATEK,21.24,4.29,55.37,47.73,-0.42,🔴 Ayı Piyasası (EMA 50 En Altta),🟢 AL (Trend Onaylı),-,-,🔴 Düşüş Trendinde,18.99-19.70 (%7.3 altta),23.42-25.22 (%10.3 üstte),🟡Fiyat Orta-Üst Bant Aralığında,⚪ Yelpaze Açık,0.0,EMA55 Destek: 20.77 (%2.2 altta) | EMA100 Direnç: 21.29 (%0.2 üstte)
PCILT,30.78,12.74,43.5,2.08,-0.86,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🔴 SAT,-,-,🟢 Yükseliş Trendinde,-,-,⚪Fiyat Alt_Orta Bant Aralığında,⚪ Yelpaze Açık,0.0,EMA100 Destek: 30.22 (%1.8 altta) | EMA55 Direnç: 31.42 (%2.1 üstte)
PEKGY,11.07,-4.82,30.09,3.85,-0.76,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🔴 SAT,-,-,🔴 Düşüş Trendinde,-,-,⚪Fiyat Alt_Orta Bant Aralığında,⚪ Yelpaze Açık,0.0,EMA5 Direnç: 11.63 (%5.1 üstte)
PENGD,9.61,3.68,53.59,73.84,-0.37,🔴 Ayı Piyasası (EMA 50 En Altta),🟢 AL (Trend Onaylı),-,-,🔥 AL (Taze Kırılım),7.48-7.79 (%18.9 altta),10.37-10.88 (%7.9 üstte),🟡Fiyat Orta-Üst Bant Aralığında,🟠 Daralıyor,0.0,EMA21 Destek: 9.36 (%2.6 altta) | EMA200 Direnç: 9.97 (%3.8 üstte)
PENTA,13.33,0.97,50.91,33.46,-0.3,🔴 Ayı Piyasası (EMA 50 En Altta),⏳ BEKLE,🟢 POTANSİYEL DİP (0 Altı - Hacimsiz),-,🔴 Düşüş Trendinde,12.73-13.16 (%1.3 altta),-,🟡Fiyat Orta-Üst Bant Aralığında,🚨 BB SIKIŞMA,0.0,EMA21 Destek: 13.25 (%0.6 altta) | EMA55 Direnç: 13.51 (%1.4 üstte)
PETKM,26.28,34.42,78.75,73.32,0.54,🟢 EMA Yükselişte (SSL Ok Bekleniyor),🟢 AL (Trend Onaylı),-,🔴 ZİRVEDE,🟢 Yükseliş Trendinde,17.09-17.88 (%32.0 altta),-,🚨Fiyat Bandın Üzerinde!,⚪ Yelpaze Açık,9.9,EMA5 Destek: 23.09 (%12.1 altta)
PETUN,12.1,5.18,64.25,72.41,0.73,🔴 Ayı Piyasası (EMA 50 En Altta),🟢 AL (Trend Onaylı),-,-,🟢 Yükseliş Trendinde,-,11.73-12.31 (fiyat bandın içinde!),🚨Fiyat Bandın Üzerinde!,⚪ Yelpaze Açık,0.05,EMA200 Destek: 11.92 (%1.5 altta)
PGSUS,155.3,2.04,54.04,86.36,0.34,🔴 Ayı Piyasası (EMA 50 En Altta),🟢 AL (Trend Onaylı),-,-,🔴 Düşüş Trendinde,-,219.90-226.10 (%41.6 üstte),🚨Fiyat Bandın Üzerinde!,🚨 BB SIKIŞMA,0.14,EMA5 Destek: 152.61 (%1.7 altta) | EMA55 Direnç: 158.54 (%2.1 üstte)
PINSU,10.41,1.07,50.13,46.89,-0.14,🔴 Ayı Piyasası (EMA 50 En Altta),🔥 GÜÇLÜ AL (Taze Kırılım),-,-,🔴 Düşüş Trendinde,-,12.33-12.93 (%18.4 üstte),🟡Fiyat Orta-Üst Bant Aralığında,🚨 BB SIKIŞMA,0.0,EMA21 Destek: 10.36 (%0.5 altta) | EMA55 Direnç: 10.64 (%2.2 üstte)
PKART,119.7,13.1,41.88,16.16,-0.81,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🔴 SAT,-,-,🔴 Düşüş Trendinde,69.65-71.60 (%40.2 altta),128.30-152.90 (%7.2 üstte),🚨Fiyat Bandın Altında!,🚨 BB SIKIŞMA,-0.76,EMA200 Destek: 105.84 (%11.6 altta) | EMA100 Direnç: 122.70 (%2.5 üstte)
PKENT,124.4,0.28,43.5,21.52,-0.73,🔴 Ayı Piyasası (EMA 50 En Altta),⏳ BEKLE,-,-,🔴 Düşüş Trendinde,-,153.70-157.20 (%23.6 üstte),⚪Fiyat Alt_Orta Bant Aralığında,🚨 BB SIKIŞMA,0.0,EMA5 Destek: 124.05 (%0.3 altta) | EMA21 Direnç: 126.04 (%1.3 üstte)
PLTUR,21.32,2.59,54.55,41.22,-0.2,🔴 Ayı Piyasası (EMA 50 En Altta),🟢 AL (Trend Onaylı),🟢 POTANSİYEL DİP (0 Altı - Hacimsiz),-,🔴 Düşüş Trendinde,-,21.97-23.89 (%3.1 üstte),🟡Fiyat Orta-Üst Bant Aralığında,⚪ Yelpaze Açık,0.0,EMA55 Destek: 21.17 (%0.7 altta) | EMA100 Direnç: 21.67 (%1.6 üstte)
PNLSN,41.62,1.32,44.49,26.37,-0.85,🔴 Ayı Piyasası (EMA 50 En Altta),⏳ BEKLE,-,-,🔴 Düşüş Trendinde,39.33-40.59 (%2.5 altta),47.42-49.97 (%13.9 üstte),⚪Fiyat Alt_Orta Bant Aralığında,⚪ Yelpaze Açık,0.0,EMA5 Destek: 41.08 (%1.3 altta) | EMA21 Direnç: 42.56 (%2.3 üstte)
PNSUT,12.12,9.11,66.46,80.56,0.82,🔴 Ayı Piyasası (EMA 50 En Altta),🟢 AL (Trend Onaylı),-,-,🟢 Yükseliş Trendinde,-,11.58-12.73 (fiyat bandın içinde!),🚨Fiyat Bandın Üzerinde!,⚪ Yelpaze Açık,0.9,EMA200 Destek: 11.87 (%2.1 altta)
POLHO,23.26,17.28,61.95,72.96,0.39,🟢 EMA Yükselişte (SSL Ok Bekleniyor),🟢 AL (Trend Onaylı),-,-,🟢 Yükseliş Trendinde,19.88-20.60 (%11.4 altta),-,🟡Fiyat Orta-Üst Bant Aralığında,🚨 BB SIKIŞMA,0.0,EMA5 Destek: 22.95 (%1.3 altta)
POLTK,4145.0,0.91,38.4,32.73,-0.93,🔴 Ayı Piyasası (EMA 50 En Altta),⏳ BEKLE,-,-,🔴 Düşüş Trendinde,-,5270.00-5725.00 (%27.1 üstte),⚪Fiyat Alt_Orta Bant Aralığında,⚪ Yelpaze Açık,0.0,EMA5 Destek: 4107.46 (%0.9 altta) | EMA21 Direnç: 4308.89 (%4.0 üstte)
PRDGS,7.12,-0.67,41.76,7.2,-0.87,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🔴 SAT,-,-,🟢 Yükseliş Trendinde,6.57-6.76 (%5.1 altta),-,⚪Fiyat Alt_Orta Bant Aralığında,⚪ Yelpaze Açık,0.0,EMA200 Direnç: 7.17 (%0.7 üstte)
PRKAB,33.56,4.02,55.74,75.04,-0.17,🔴 Ayı Piyasası (EMA 50 En Altta),🟢 AL (Trend Onaylı),-,-,🟢 Yükseliş Trendinde,-,35.18-38.04 (%4.8 üstte),🟡Fiyat Orta-Üst Bant Aralığında,⚪ Yelpaze Açık,0.0,EMA21 Destek: 32.36 (%3.6 altta) | EMA55 Direnç: 34.20 (%1.9 üstte)
PRKME,18.8,1.41,52.09,52.71,0.62,🔴 Ayı Piyasası (EMA 50 En Altta),🟢 AL (Trend Onaylı),🟢 POTANSİYEL DİP (0 Altı - Hacimsiz),-,🟢 Yükseliş Trendinde,16.99-17.90 (%4.8 altta),-,🟡Fiyat Orta-Üst Bant Aralığında,🚨 BB SIKIŞMA,0.0,EMA200 Destek: 18.79 (%0.0 altta)
PRZMA,82.2,95.36,54.17,23.6,-0.13,🟢 EMA Yükselişte (SSL Ok Bekleniyor),⏳ BEKLE,🟢 POTANSİYEL DİP (0 Altı - Hacimsiz),-,🟢 Yükseliş Trendinde,-,-,🟡Fiyat Orta-Üst Bant Aralığında,🟡 Normal Genişlik,0.0,EMA5 Destek: 81.56 (%0.8 altta)
PSDTC,148.1,4.85,45.62,0.71,-0.02,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🔴 SAT,-,-,🟢 Yükseliş Trendinde,118.50-123.40 (%16.7 altta),171.44-186.65 (%15.8 üstte),⚪Fiyat Alt_Orta Bant Aralığında,⚪ Yelpaze Açık,0.0,EMA55 Destek: 147.63 (%0.3 altta) | EMA5 Direnç: 154.25 (%4.2 üstte)
PSGYO,3.21,4.14,44.78,49.29,-0.86,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⏳ BEKLE,-,-,🔴 Düşüş Trendinde,2.33-2.54 (%20.8 altta),-,⚪Fiyat Alt_Orta Bant Aralığında,🟠 Daralıyor,0.0,EMA5 Destek: 3.14 (%2.3 altta) | EMA100 Direnç: 3.27 (%1.8 üstte)
QNBFK,41.4,0.58,42.06,19.36,-0.85,🔴 Ayı Piyasası (EMA 50 En Altta),⏳ BEKLE,-,-,🔴 Düşüş Trendinde,35.90-36.22 (%12.5 altta),-,⚪Fiyat Alt_Orta Bant Aralığında,🟡 Normal Genişlik,0.0,EMA5 Destek: 41.16 (%0.6 altta) | EMA21 Direnç: 42.71 (%3.2 üstte)
QNBTR,184.5,-0.18,35.45,17.7,-0.96,🔴 Ayı Piyasası (EMA 50 En Altta),⏳ BEKLE,🟢 POTANSİYEL DİP (0 Altı - Hacimsiz),-,🔴 Düşüş Trendinde,-,-,⚪Fiyat Alt_Orta Bant Aralığında,🚨 BB SIKIŞMA,0.0,EMA5 Direnç: 184.83 (%0.2 üstte)
QUAGR,3.04,-1.84,36.18,10.05,-0.93,🔴 Ayı Piyasası (EMA 50 En Altta),🔴 SAT,-,-,🔴 Düşüş Trendinde,2.61-2.69 (%11.5 altta),3.44-3.64 (%13.2 üstte),⚪Fiyat Alt_Orta Bant Aralığında,🟠 Daralıyor,0.0,EMA5 Direnç: 3.10 (%1.9 üstte)
RALYH,287.25,29.63,67.34,76.58,0.19,🟢 EMA Yükselişte (SSL Ok Bekleniyor),🟢 AL (Trend Onaylı),-,-,🟢 Yükseliş Trendinde,250.25-262.25 (%8.7 altta),378.75-393.25 (%31.9 üstte),🚨Fiyat Bandın Üzerinde!,🚨 BB SIKIŞMA,0.55,EMA5 Destek: 273.86 (%4.7 altta)
RAYSG,157.1,0.6,44.19,67.99,-0.76,🔴 Ayı Piyasası (EMA 50 En Altta),⏳ BEKLE,-,-,🔴 Düşüş Trendinde,-,233.60-255.50 (%48.7 üstte),⚪Fiyat Alt_Orta Bant Aralığında,🟠 Daralıyor,0.0,EMA5 Destek: 156.17 (%0.6 altta) | EMA21 Direnç: 159.45 (%1.5 üstte)
REEDR,5.6,0.06,34.81,36.38,-0.9,🔴 Ayı Piyasası (EMA 50 En Altta),⏳ BEKLE,-,-,🔴 Düşüş Trendinde,-,7.81-8.64 (%39.5 üstte),⚪Fiyat Alt_Orta Bant Aralığında,🚨 BB SIKIŞMA,0.0,EMA5 Destek: 5.60 (%0.1 altta) | EMA21 Direnç: 5.86 (%4.7 üstte)
RGYAS,200.9,12.66,46.13,10.19,-0.73,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🔴 SAT,-,-,🔴 Düşüş Trendinde,176.80-187.90 (%6.5 altta),-,⚪Fiyat Alt_Orta Bant Aralığında,⚪ Yelpaze Açık,0.0,EMA100 Destek: 194.64 (%3.1 altta) | EMA5 Direnç: 200.96 (%0.0 üstte)
RNPOL,2.26,-1.28,40.39,18.05,-0.79,"📉 Düşüş Hazırlığı (50<100 Kesti, 150 Bekleniyor)",🔴 SAT,-,-,🟢 Yükseliş Trendinde,-,2.50-2.71 (%10.6 üstte),⚪Fiyat Alt_Orta Bant Aralığında,🟡 Normal Genişlik,0.0,EMA5 Direnç: 2.29 (%1.3 üstte)
RODRG,24.44,1.33,45.43,45.72,0.57,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🔴 SAT,-,-,🟢 Yükseliş Trendinde,-,24.70-27.60 (%1.1 üstte),⚪Fiyat Alt_Orta Bant Aralığında,🟡 Normal Genişlik,0.0,EMA200 Destek: 24.12 (%1.3 altta) | EMA100 Direnç: 25.12 (%2.8 üstte)
RTALB,2.85,1.0,41.36,56.12,-0.82,🔴 Ayı Piyasası (EMA 50 En Altta),⏳ BEKLE,-,-,🔴 Düşüş Trendinde,-,-,⚪Fiyat Alt_Orta Bant Aralığında,🚨 BB SIKIŞMA,0.0,EMA5 Destek: 2.82 (%1.0 altta) | EMA21 Direnç: 2.90 (%1.9 üstte)
RUBNS,28.46,1.75,42.15,0.37,-0.85,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🔴 SAT,-,-,🔴 Düşüş Trendinde,21.28-22.32 (%21.6 altta),-,⚪Fiyat Alt_Orta Bant Aralığında,🟡 Normal Genişlik,0.0,EMA200 Destek: 27.97 (%1.7 altta) | EMA100 Direnç: 29.20 (%2.6 üstte)
RUZYE,9.9,11.94,62.27,69.15,-0.39,🔴 Ayı Piyasası (EMA 50 En Altta),🟢 AL (Trend Onaylı),-,-,🔥 AL (Taze Kırılım),-,-,🟡Fiyat Orta-Üst Bant Aralığında,⚪ Yelpaze Açık,0.0,EMA55 Destek: 9.29 (%6.1 altta) | EMA100 Direnç: 9.99 (%0.9 üstte)
RYGYO,45.74,44.17,57.1,12.63,0.67,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🔴 SAT,-,-,🟢 Yükseliş Trendinde,-,-,🟡Fiyat Orta-Üst Bant Aralığında,⚪ Yelpaze Açık,0.0,EMA21 Destek: 44.76 (%2.1 altta) | EMA5 Direnç: 47.09 (%3.0 üstte)
RYSAS,27.5,35.95,59.17,49.62,0.81,🟢 EMA Yükselişte (SSL Ok Bekleniyor),🔴 SAT,-,-,🟢 Yükseliş Trendinde,16.97-17.30 (%37.1 altta),-,🟡Fiyat Orta-Üst Bant Aralığında,⚪ Yelpaze Açık,0.0,EMA21 Destek: 26.14 (%4.9 altta) | EMA5 Direnç: 28.02 (%1.9 üstte)
SAFKR,14.74,-3.26,25.86,9.46,-0.95,🔴 Ayı Piyasası (EMA 50 En Altta),⏳ BEKLE,🚀 KUSURSUZ DÖNÜŞ (0 Altı + Hacim),-,🔴 Düşüş Trendinde,-,29.44-30.32 (%99.7 üstte),⚪Fiyat Alt_Orta Bant Aralığında,⚪ Yelpaze Açık,0.0,EMA5 Direnç: 15.24 (%3.4 üstte)
SAHOL,96.65,6.56,69.12,79.62,0.58,"📉 Düşüş Hazırlığı (50<100 Kesti, 150 Bekleniyor)",🟢 AL (Trend Onaylı),-,-,🟢 Yükseliş Trendinde,-,100.20-103.30 (%3.7 üstte),🟡Fiyat Orta-Üst Bant Aralığında,🟠 Daralıyor,0.0,EMA5 Destek: 94.94 (%1.8 altta)
SAMAT,5.3,0.4,43.33,30.67,-0.84,🔴 Ayı Piyasası (EMA 50 En Altta),⏳ BEKLE,-,-,🔴 Düşüş Trendinde,5.09-5.35 (fiyat bandın içinde!),-,⚪Fiyat Alt_Orta Bant Aralığında,🚨 BB SIKIŞMA,0.0,EMA5 Destek: 5.28 (%0.4 altta) | EMA21 Direnç: 5.39 (%1.7 üstte)
SANEL,50.55,2.69,35.95,20.22,-0.88,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🔴 SAT,-,-,🔴 Düşüş Trendinde,31.20-32.56 (%35.6 altta),72.00-79.95 (%42.4 üstte),⚪Fiyat Alt_Orta Bant Aralığında,🟡 Normal Genişlik,0.0,EMA200 Destek: 49.23 (%2.6 altta) | EMA5 Direnç: 52.85 (%4.5 üstte)
SANFM,9.11,8.29,39.99,0.0,-0.59,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🔴 SAT,-,-,🔴 Düşüş Trendinde,6.23-6.60 (%27.6 altta),-,⚪Fiyat Alt_Orta Bant Aralığında,⚪ Yelpaze Açık,0.0,EMA200 Destek: 8.41 (%7.7 altta) | EMA100 Direnç: 9.13 (%0.3 üstte)
SANKO,19.99,3.5,61.57,97.8,0.93,🔴 Ayı Piyasası (EMA 50 En Altta),🟢 AL (Trend Onaylı),-,-,🟢 Yükseliş Trendinde,-,-,🚨Fiyat Bandın Üzerinde!,🟡 Normal Genişlik,0.17,EMA55 Destek: 19.80 (%0.9 altta) | EMA100 Direnç: 20.39 (%2.0 üstte)
SARKY,26.2,5.03,54.66,63.57,-0.24,"📉 Düşüş Hazırlığı (50<100 Kesti, 150 Bekleniyor)",🟢 AL (Trend Onaylı),-,-,🟢 Yükseliş Trendinde,-,25.56-26.92 (fiyat bandın içinde!),🟡Fiyat Orta-Üst Bant Aralığında,🟡 Normal Genişlik,0.0,EMA55 Destek: 25.90 (%1.1 altta) | EMA100 Direnç: 26.34 (%0.5 üstte)
SASA,2.86,17.53,70.9,84.64,0.56,🔴 Ayı Piyasası (EMA 50 En Altta),🟢 AL (Trend Onaylı),-,🔴 ZİRVEDE,🟢 Yükseliş Trendinde,-,3.34-3.58 (%16.8 üstte),🚨Fiyat Bandın Üzerinde!,⚪ Yelpaze Açık,6.09,EMA200 Destek: 2.68 (%6.3 altta)
SAYAS,55.0,11.36,48.06,18.05,-0.75,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🔴 SAT,-,-,🟢 Yükseliş Trendinde,-,-,⚪Fiyat Alt_Orta Bant Aralığında,🟡 Normal Genişlik,0.0,EMA55 Destek: 53.99 (%1.8 altta) | EMA5 Direnç: 55.68 (%1.2 üstte)
